timestamp,client,command,args
"21:42:31.258","[0 103.44.52.75:55886]","SPOP","""queue:any gender test:male:female"""
"21:42:31.284","[0 103.44.52.75:55886]","SPOP","""queue:any gender test:male:any"""
"21:42:31.312","[0 103.44.52.75:55886]","EXISTS","""user:a40eb7ab-14e6-4fb3-bebe-35efbee3ae00:heartbeat"""
"21:42:31.339","[0 103.44.52.75:55886]","GET","""user:a40eb7ab-14e6-4fb3-bebe-35efbee3ae00:data"""
"21:42:31.366","[0 103.44.52.75:55886]","DEL","""user:a40eb7ab-14e6-4fb3-bebe-35efbee3ae00:data"""
"21:42:31.394","[0 103.44.52.75:55886]","DEL","""user:a40eb7ab-14e6-4fb3-bebe-35efbee3ae00:heartbeat"""
"21:42:31.420","[0 103.44.52.75:55886]","SET","""room:232fc95a-cb9d-4e29-a5f1-9124c0c71cda"" ""{\""topic\"": \""any gender test\"", \""type\"": \""pair\"", \""max_size\"": 2, \""users\"": [{\""id\"": \""d958ba7c-0b00-4a16-994c-e246efe7addd\"", \""codename\"": \""Subject #680\""}, {\""id\"": \""a40eb7ab-14e6-4fb3-bebe-35efbee3ae00\"", \""codename\"": \""Subject #573\"", \""gender\"": \""male\"", \""preference\"": \""any\"", \""nickname\"": \""Anonymous\"", \""motive\"": \""Just chatting\"", \""topic\"": \""any gender test\"", \""joined_at\"": 1771085549}], \""active\"": true, \""open\"": false, \""created_at\"": 1771085551}"""
"21:42:31.420","[0 103.44.52.75:55886]","EXPIRE","""room:232fc95a-cb9d-4e29-a5f1-9124c0c71cda"" ""3600"""
"21:42:31.420","[0 103.44.52.75:55886]","SADD","""room:232fc95a-cb9d-4e29-a5f1-9124c0c71cda:p"" ""d958ba7c-0b00-4a16-994c-e246efe7addd"" ""a40eb7ab-14e6-4fb3-bebe-35efbee3ae00"""
"21:42:31.420","[0 103.44.52.75:55886]","EXPIRE","""room:232fc95a-cb9d-4e29-a5f1-9124c0c71cda:p"" ""3600"""
"21:42:31.420","[0 103.44.52.75:55886]","SETEX","""match:d958ba7c-0b00-4a16-994c-e246efe7addd"" ""300"" ""232fc95a-cb9d-4e29-a5f1-9124c0c71cda"""
"21:42:31.420","[0 103.44.52.75:55886]","SETEX","""match:a40eb7ab-14e6-4fb3-bebe-35efbee3ae00"" ""300"" ""232fc95a-cb9d-4e29-a5f1-9124c0c71cda"""
"21:42:33.471","[0 103.44.52.75:55886]","FLUSHDB",""
"21:42:35.550","[0 103.44.52.75:55886]","SPOP","""queue:football:male:any"""
